id,categoria,nombre,marca,descripcion,unidad_medida,precio_unitario,tipo_suelo,resistencia_climática,facilidad_instalación,mantenimiento_requerido,compatible_calefacción_radiante,cumple_normativa_UE,precio_m2_estimado,recomendado_zonas_húmedas,moneda
395,Ladrillos,HomeQuality Ladrillos,HomeQuality,HomeQuality - Ladrillos macizo para construcción profesional,metro lineal,47.2,Vinilo,Alta,Fácil,Medio,Sí,True,47.2,No,EUR
396,Bloques,BuildPro Bloques,BuildPro,BuildPro - Bloques ligero para construcción profesional,metro lineal,392.12,Parquet,Alta,Fácil,Medio,No,True,392.12,No,EUR
397,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores durable para construcción profesional,m²,156.11,Vinilo,Media,Media,Bajo,No,True,156.11,Sí,EUR
398,Cemento,MasterBuild Cemento,MasterBuild,MasterBuild - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Mármol,Baja,Media,Bajo,No,True,9.0,No,EUR
399,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques ligero para construcción profesional,rollo,394.93,Mármol,Baja,Media,Medio,No,True,394.93,No,EUR
400,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos resistente para construcción profesional,m³,659.99,Vinilo,Alta,Media,Bajo,No,True,659.99,No,EUR
401,Arena,Construmax Arena,Construmax,Construmax - Arena lavada para construcción profesional,saco (25 kg),2.5,Parquet,Media,Fácil,Alto,No,True,5.0,Sí,EUR
402,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos alta calidad para construcción profesional,rollo,263.41,Piedra Natural,Baja,Fácil,Alto,Sí,True,263.41,No,EUR
403,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas resistente para construcción profesional,litro,647.17,Cerámica,Media,Media,Medio,No,True,647.17,No,EUR
404,Tubería,HomeQuality Tubería,HomeQuality,HomeQuality - Tubería uso profesional para construcción profesional,litro,909.51,Laminado,Baja,Fácil,Alto,Sí,True,909.51,No,EUR
405,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Laminado,Media,Media,Medio,No,True,9.0,Sí,EUR
406,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas alta calidad para construcción profesional,unidad,135.02,Mármol,Alta,Media,Alto,No,True,135.02,No,EUR
407,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Parquet,Baja,Compleja,Alto,No,True,9.0,Sí,EUR
408,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores alta calidad para construcción profesional,unidad,738.14,Mármol,Media,Media,Medio,No,True,738.14,No,EUR
409,Arena,HomeQuality Arena,HomeQuality,HomeQuality - Arena gruesa para construcción profesional,saco (25 kg),2.5,Laminado,Media,Media,Alto,No,True,5.0,Sí,EUR
410,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas durable para construcción profesional,litro,764.74,Parquet,Alta,Compleja,Alto,Sí,True,764.74,Sí,EUR
411,Tubería,MasterBuild Tubería,MasterBuild,MasterBuild - Tubería alta calidad para construcción profesional,rollo,137.65,Mármol,Baja,Media,Medio,Sí,True,137.65,Sí,EUR
412,Selladores,ProConstruct Selladores,ProConstruct,ProConstruct - Selladores uso profesional para construcción profesional,metro lineal,444.7,Laminado,Baja,Media,Medio,Sí,True,444.7,Sí,EUR
413,Cemento,ConstructTech Cemento,ConstructTech,ConstructTech - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Parquet,Media,Fácil,Alto,No,True,9.0,Sí,EUR
414,Clavos,BuildMaster Clavos,BuildMaster,BuildMaster - Clavos alta calidad para construcción profesional,m³,282.41,Mármol,Baja,Fácil,Bajo,No,True,282.41,Sí,EUR
415,Pintura,MaxiMaterials Pintura,MaxiMaterials,MaxiMaterials - Pintura alta calidad para construcción profesional,kg,848.34,Mármol,Alta,Compleja,Alto,No,True,16966.8,No,EUR
416,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos uso profesional para construcción profesional,kg,671.5,Cerámica,Baja,Fácil,Medio,Sí,True,13430.0,Sí,EUR
417,Varillas,Construmax Varillas,Construmax,Construmax - Varillas uso profesional para construcción profesional,metro lineal,259.26,Piedra Natural,Alta,Compleja,Bajo,No,True,259.26,Sí,EUR
418,Cemento,ConstructTech Cemento,ConstructTech,ConstructTech - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Piedra Natural,Alta,Compleja,Alto,No,True,9.0,Sí,EUR
419,Impermeabilizantes,EliteTools Impermeabilizantes,EliteTools,EliteTools - Impermeabilizantes durable para construcción profesional,saco,856.6,Cerámica,Baja,Fácil,Alto,No,True,428.3,Sí,EUR
420,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos durable para construcción profesional,saco,281.08,Cerámica,Baja,Media,Bajo,No,True,140.54,No,EUR
421,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena fina para construcción profesional,saco (25 kg),2.5,Cerámica,Media,Compleja,Medio,Sí,True,5.0,No,EUR
422,Tubería,HomeBuilder Tubería,HomeBuilder,HomeBuilder - Tubería resistente para construcción profesional,m²,85.24,Mármol,Alta,Compleja,Alto,Sí,True,85.24,No,EUR
423,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos macizo para construcción profesional,saco,619.38,Laminado,Media,Fácil,Alto,No,True,309.69,Sí,EUR
424,Varillas,BuildPro Varillas,BuildPro,BuildPro - Varillas alta calidad para construcción profesional,kg,956.87,Cerámica,Alta,Compleja,Alto,Sí,True,19137.4,Sí,EUR
425,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas uso profesional para construcción profesional,unidad,138.02,Parquet,Baja,Fácil,Alto,No,True,138.02,No,EUR
426,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques pesado para construcción profesional,rollo,818.24,Parquet,Media,Fácil,Medio,Sí,True,818.24,No,EUR
427,Bloques,MaxiMaterials Bloques,MaxiMaterials,MaxiMaterials - Bloques pesado para construcción profesional,litro,675.21,Parquet,Alta,Fácil,Medio,No,True,675.21,Sí,EUR
428,Clavos,MasterBuild Clavos,MasterBuild,MasterBuild - Clavos resistente para construcción profesional,rollo,623.46,Mármol,Baja,Compleja,Alto,Sí,True,623.46,No,EUR
429,Madera,BuildMaster Madera,BuildMaster,BuildMaster - Madera alta calidad para construcción profesional,metro lineal,265.41,Cerámica,Media,Media,Alto,No,True,265.41,No,EUR
430,Cable eléctrico,Construmax Cable eléctrico,Construmax,Construmax - Cable eléctrico uso profesional para construcción profesional,m²,461.24,Laminado,Media,Fácil,Medio,No,True,461.24,No,EUR
431,Grava,Construmax Grava,Construmax,"Construmax - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Piedra Natural,Media,Compleja,Alto,Sí,True,5.6,No,EUR
432,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos uso profesional para construcción profesional,kg,372.56,Vinilo,Alta,Media,Alto,No,True,7451.2,Sí,EUR
433,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques decorativo para construcción profesional,metro lineal,937.6,Piedra Natural,Baja,Media,Bajo,No,True,937.6,Sí,EUR
434,Madera,BuildPro Madera,BuildPro,BuildPro - Madera durable para construcción profesional,rollo,183.57,Parquet,Alta,Media,Alto,No,True,183.57,No,EUR
435,Ladrillos,EliteTools Ladrillos,EliteTools,EliteTools - Ladrillos térmico para construcción profesional,m²,794.4,Cerámica,Alta,Media,Bajo,Sí,True,794.4,Sí,EUR
436,Pintura,BuildMaster Pintura,BuildMaster,BuildMaster - Pintura alta calidad para construcción profesional,rollo,35.97,Parquet,Media,Compleja,Medio,No,True,35.97,Sí,EUR
437,Azulejos,EliteTools Azulejos,EliteTools,EliteTools - Azulejos uso profesional para construcción profesional,metro lineal,976.42,Cerámica,Media,Media,Medio,No,True,976.42,Sí,EUR
438,Tornillos,ProConstruct Tornillos,ProConstruct,ProConstruct - Tornillos alta calidad para construcción profesional,kg,582.54,Laminado,Alta,Fácil,Medio,No,True,11650.8,Sí,EUR
439,Arena,Construmax Arena,Construmax,Construmax - Arena para concreto para construcción profesional,saco (25 kg),2.5,Vinilo,Baja,Compleja,Medio,Sí,True,5.0,No,EUR
440,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena para concreto para construcción profesional,saco (25 kg),2.5,Laminado,Baja,Compleja,Alto,Sí,True,5.0,Sí,EUR
441,Impermeabilizantes,BuildMaster Impermeabilizantes,BuildMaster,BuildMaster - Impermeabilizantes alta calidad para construcción profesional,m³,427.88,Piedra Natural,Alta,Fácil,Bajo,Sí,True,427.88,No,EUR
442,Cable eléctrico,BuildPro Cable eléctrico,BuildPro,BuildPro - Cable eléctrico uso profesional para construcción profesional,rollo,574.45,Parquet,Baja,Fácil,Bajo,No,True,574.45,Sí,EUR
443,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos durable para construcción profesional,rollo,67.28,Parquet,Alta,Fácil,Medio,Sí,True,67.28,No,EUR
444,Impermeabilizantes,MasterBuild Impermeabilizantes,MasterBuild,MasterBuild - Impermeabilizantes uso profesional para construcción profesional,rollo,913.4,Mármol,Baja,Media,Medio,Sí,True,913.4,Sí,EUR
445,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores uso profesional para construcción profesional,litro,931.07,Vinilo,Media,Compleja,Medio,No,True,931.07,No,EUR
446,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores durable para construcción profesional,metro lineal,969.72,Mármol,Media,Compleja,Medio,Sí,True,969.72,Sí,EUR
447,Tornillos,HomeBuilder Tornillos,HomeBuilder,HomeBuilder - Tornillos alta calidad para construcción profesional,kg,130.95,Parquet,Baja,Fácil,Medio,Sí,True,2619.0,Sí,EUR
448,Grava,Construmax Grava,Construmax,Construmax - Grava clasificada para construcción profesional,saco (25 kg),2.8,Laminado,Media,Media,Medio,No,True,5.6,Sí,EUR
449,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,litro,241.47,Parquet,Alta,Media,Medio,Sí,True,241.47,Sí,EUR
450,Tornillos,MaxiMaterials Tornillos,MaxiMaterials,MaxiMaterials - Tornillos uso profesional para construcción profesional,unidad,498.63,Mármol,Media,Compleja,Alto,No,True,498.63,No,EUR
451,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos durable para construcción profesional,kg,887.46,Piedra Natural,Baja,Compleja,Bajo,Sí,True,17749.2,No,EUR
452,Ladrillos,BuildMaster Ladrillos,BuildMaster,BuildMaster - Ladrillos hueco para construcción profesional,saco,83.56,Parquet,Media,Media,Bajo,No,True,41.78,No,EUR
453,Madera,Construmax Madera,Construmax,Construmax - Madera alta calidad para construcción profesional,metro lineal,618.23,Laminado,Baja,Fácil,Medio,No,True,618.23,Sí,EUR
454,Varillas,HomeQuality Varillas,HomeQuality,HomeQuality - Varillas durable para construcción profesional,saco,637.62,Mármol,Baja,Media,Medio,No,True,318.81,No,EUR
455,Pintura,ConstructTech Pintura,ConstructTech,ConstructTech - Pintura uso profesional para construcción profesional,litro,141.02,Cerámica,Alta,Fácil,Alto,Sí,True,141.02,No,EUR
456,Impermeabilizantes,HomeQuality Impermeabilizantes,HomeQuality,HomeQuality - Impermeabilizantes alta calidad para construcción profesional,metro lineal,683.2,Vinilo,Alta,Fácil,Medio,Sí,True,683.2,Sí,EUR
457,Grava,MaxiMaterials Grava,MaxiMaterials,"MaxiMaterials - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Cerámica,Media,Fácil,Alto,No,True,5.6,Sí,EUR
458,Azulejos,ConstructTech Azulejos,ConstructTech,ConstructTech - Azulejos alta calidad para construcción profesional,unidad,748.94,Piedra Natural,Baja,Fácil,Medio,Sí,True,748.94,No,EUR
459,Grava,BuildMaster Grava,BuildMaster,BuildMaster - Grava clasificada para construcción profesional,saco (25 kg),2.8,Laminado,Alta,Media,Medio,Sí,True,5.6,No,EUR
460,Bloques,ConstructTech Bloques,ConstructTech,ConstructTech - Bloques estructural para construcción profesional,m²,142.82,Cerámica,Alta,Fácil,Alto,Sí,True,142.82,Sí,EUR
461,Ladrillos,BuildPro Ladrillos,BuildPro,BuildPro - Ladrillos cara vista para construcción profesional,m²,539.64,Mármol,Alta,Compleja,Bajo,No,True,539.64,Sí,EUR
462,Clavos,ConstructTech Clavos,ConstructTech,ConstructTech - Clavos resistente para construcción profesional,kg,188.82,Piedra Natural,Alta,Compleja,Bajo,Sí,True,3776.4,Sí,EUR
463,Tubería,EliteTools Tubería,EliteTools,EliteTools - Tubería durable para construcción profesional,rollo,311.99,Vinilo,Baja,Compleja,Bajo,No,True,311.99,No,EUR
464,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores alta calidad para construcción profesional,unidad,405.56,Vinilo,Media,Fácil,Alto,No,True,405.56,No,EUR
465,Ladrillos,HomeQuality Ladrillos,HomeQuality,HomeQuality - Ladrillos térmico para construcción profesional,litro,169.06,Piedra Natural,Baja,Fácil,Bajo,No,True,169.06,No,EUR
466,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas alta calidad para construcción profesional,m²,253.51,Mármol,Baja,Compleja,Bajo,No,True,253.51,Sí,EUR
467,Cemento,MaxiMaterials Cemento,MaxiMaterials,MaxiMaterials - Cemento secado rápido para construcción profesional,saco (25 kg),4.5,Mármol,Alta,Fácil,Bajo,No,True,9.0,No,EUR
468,Tubería,HomeQuality Tubería,HomeQuality,HomeQuality - Tubería durable para construcción profesional,kg,326.49,Piedra Natural,Baja,Media,Bajo,Sí,True,6529.8,No,EUR
469,Bloques,ConstructTech Bloques,ConstructTech,ConstructTech - Bloques divisorio para construcción profesional,saco,991.86,Cerámica,Alta,Fácil,Medio,No,True,495.93,Sí,EUR
470,Clavos,MasterBuild Clavos,MasterBuild,MasterBuild - Clavos uso profesional para construcción profesional,unidad,115.82,Piedra Natural,Alta,Compleja,Alto,No,True,115.82,No,EUR
471,Grava,EliteTools Grava,EliteTools,EliteTools - Grava de río para construcción profesional,saco (25 kg),2.8,Piedra Natural,Media,Fácil,Bajo,No,True,5.6,Sí,EUR
472,Arena,BuildPro Arena,BuildPro,BuildPro - Arena para mortero para construcción profesional,saco (25 kg),2.5,Vinilo,Baja,Compleja,Alto,No,True,5.0,Sí,EUR
473,Tornillos,HomeQuality Tornillos,HomeQuality,HomeQuality - Tornillos resistente para construcción profesional,metro lineal,727.08,Vinilo,Alta,Compleja,Alto,No,True,727.08,Sí,EUR
474,Selladores,HomeBuilder Selladores,HomeBuilder,HomeBuilder - Selladores resistente para construcción profesional,unidad,257.37,Laminado,Media,Fácil,Bajo,No,True,257.37,No,EUR
475,Cemento,BuildPro Cemento,BuildPro,BuildPro - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Mármol,Baja,Fácil,Alto,Sí,True,9.0,No,EUR
476,Pintura,ConstructTech Pintura,ConstructTech,ConstructTech - Pintura uso profesional para construcción profesional,kg,313.85,Vinilo,Baja,Compleja,Medio,Sí,True,6277.0,Sí,EUR
477,Cable eléctrico,EliteTools Cable eléctrico,EliteTools,EliteTools - Cable eléctrico resistente para construcción profesional,unidad,871.81,Laminado,Alta,Media,Alto,No,True,871.81,No,EUR
478,Cemento,HomeQuality Cemento,HomeQuality,HomeQuality - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Cerámica,Baja,Media,Bajo,No,True,9.0,Sí,EUR
479,Arena,BuildMaster Arena,BuildMaster,BuildMaster - Arena gruesa para construcción profesional,saco (25 kg),2.5,Mármol,Alta,Media,Bajo,Sí,True,5.0,Sí,EUR
480,Arena,MasterBuild Arena,MasterBuild,MasterBuild - Arena para mortero para construcción profesional,saco (25 kg),2.5,Vinilo,Alta,Compleja,Alto,Sí,True,5.0,No,EUR
481,Selladores,Construmax Selladores,Construmax,Construmax - Selladores durable para construcción profesional,m²,222.92,Laminado,Media,Media,Medio,Sí,True,222.92,Sí,EUR
482,Madera,MasterBuild Madera,MasterBuild,MasterBuild - Madera durable para construcción profesional,m²,962.06,Vinilo,Media,Fácil,Bajo,Sí,True,962.06,Sí,EUR
483,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos resistente para construcción profesional,metro lineal,58.97,Vinilo,Media,Fácil,Medio,No,True,58.97,No,EUR
484,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes durable para construcción profesional,m²,960.0,Piedra Natural,Baja,Fácil,Bajo,No,True,960.0,Sí,EUR
485,Grava,MaxiMaterials Grava,MaxiMaterials,MaxiMaterials - Grava clasificada para construcción profesional,saco (25 kg),2.8,Mármol,Baja,Fácil,Medio,Sí,True,5.6,No,EUR
486,Arena,HomeQuality Arena,HomeQuality,HomeQuality - Arena para mortero para construcción profesional,saco (25 kg),2.5,Vinilo,Baja,Compleja,Medio,No,True,5.0,Sí,EUR
487,Madera,ProConstruct Madera,ProConstruct,ProConstruct - Madera resistente para construcción profesional,metro lineal,549.39,Cerámica,Alta,Media,Bajo,No,True,549.39,No,EUR
488,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería alta calidad para construcción profesional,metro lineal,794.63,Piedra Natural,Baja,Media,Bajo,No,True,794.63,No,EUR
489,Selladores,Construmax Selladores,Construmax,Construmax - Selladores uso profesional para construcción profesional,m²,101.54,Piedra Natural,Baja,Media,Bajo,Sí,True,101.54,Sí,EUR
490,Tornillos,HomeBuilder Tornillos,HomeBuilder,HomeBuilder - Tornillos durable para construcción profesional,m²,405.67,Mármol,Alta,Media,Bajo,No,True,405.67,Sí,EUR
491,Tornillos,BuildMaster Tornillos,BuildMaster,BuildMaster - Tornillos durable para construcción profesional,metro lineal,683.34,Piedra Natural,Baja,Fácil,Medio,Sí,True,683.34,Sí,EUR
492,Bloques,Construmax Bloques,Construmax,Construmax - Bloques divisorio para construcción profesional,rollo,291.97,Mármol,Media,Media,Bajo,Sí,True,291.97,Sí,EUR
493,Impermeabilizantes,MasterBuild Impermeabilizantes,MasterBuild,MasterBuild - Impermeabilizantes durable para construcción profesional,m³,532.87,Piedra Natural,Media,Media,Medio,Sí,True,532.87,Sí,EUR
494,Cable eléctrico,MaxiMaterials Cable eléctrico,MaxiMaterials,MaxiMaterials - Cable eléctrico alta calidad para construcción profesional,rollo,268.18,Vinilo,Alta,Fácil,Bajo,Sí,True,268.18,No,EUR
495,Azulejos,HomeQuality Azulejos,HomeQuality,HomeQuality - Azulejos uso profesional para construcción profesional,kg,381.63,Parquet,Alta,Media,Bajo,No,True,7632.6,Sí,EUR
496,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques pesado para construcción profesional,metro lineal,852.05,Vinilo,Media,Media,Bajo,No,True,852.05,Sí,EUR
497,Arena,HomeQuality Arena,HomeQuality,HomeQuality - Arena gruesa para construcción profesional,saco (25 kg),2.5,Parquet,Media,Fácil,Alto,Sí,True,5.0,No,EUR
498,Ladrillos,HomeQuality Ladrillos,HomeQuality,HomeQuality - Ladrillos hueco para construcción profesional,m²,74.76,Piedra Natural,Baja,Compleja,Medio,Sí,True,74.76,Sí,EUR
499,Arena,ProConstruct Arena,ProConstruct,ProConstruct - Arena gruesa para construcción profesional,saco (25 kg),2.5,Parquet,Media,Fácil,Alto,No,True,5.0,No,EUR
500,Bloques,ProConstruct Bloques,ProConstruct,ProConstruct - Bloques divisorio para construcción profesional,m³,182.07,Laminado,Alta,Media,Medio,No,True,182.07,No,EUR
501,Bloques,ProConstruct Bloques,ProConstruct,ProConstruct - Bloques divisorio para construcción profesional,unidad,869.1,Laminado,Media,Fácil,Bajo,Sí,True,869.1,No,EUR
502,Azulejos,EliteTools Azulejos,EliteTools,EliteTools - Azulejos durable para construcción profesional,rollo,967.99,Vinilo,Alta,Media,Bajo,Sí,True,967.99,Sí,EUR
503,Tubería,EliteTools Tubería,EliteTools,EliteTools - Tubería resistente para construcción profesional,unidad,208.92,Laminado,Alta,Fácil,Alto,Sí,True,208.92,Sí,EUR
504,Azulejos,BuildMaster Azulejos,BuildMaster,BuildMaster - Azulejos alta calidad para construcción profesional,metro lineal,940.37,Laminado,Media,Media,Alto,No,True,940.37,Sí,EUR
505,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico alta calidad para construcción profesional,saco,161.21,Mármol,Baja,Media,Alto,No,True,80.6,No,EUR
506,Grava,ConstructTech Grava,ConstructTech,"ConstructTech - Grava 3/4"" para construcción profesional",saco (25 kg),2.8,Parquet,Alta,Fácil,Bajo,No,True,5.6,Sí,EUR
507,Bloques,MasterBuild Bloques,MasterBuild,MasterBuild - Bloques divisorio para construcción profesional,rollo,257.72,Vinilo,Alta,Compleja,Alto,No,True,257.72,No,EUR
508,Impermeabilizantes,ConstructTech Impermeabilizantes,ConstructTech,ConstructTech - Impermeabilizantes durable para construcción profesional,rollo,425.05,Piedra Natural,Baja,Fácil,Alto,Sí,True,425.05,No,EUR
509,Cemento,BuildPro Cemento,BuildPro,BuildPro - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Parquet,Alta,Fácil,Medio,No,True,9.0,No,EUR
510,Ladrillos,ProConstruct Ladrillos,ProConstruct,ProConstruct - Ladrillos hueco para construcción profesional,kg,315.47,Laminado,Baja,Fácil,Medio,Sí,True,6309.4,No,EUR
511,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos uso profesional para construcción profesional,saco,891.05,Cerámica,Alta,Media,Medio,Sí,True,445.52,Sí,EUR
512,Azulejos,Construmax Azulejos,Construmax,Construmax - Azulejos durable para construcción profesional,unidad,872.04,Mármol,Media,Media,Medio,Sí,True,872.04,Sí,EUR
513,Impermeabilizantes,EliteTools Impermeabilizantes,EliteTools,EliteTools - Impermeabilizantes alta calidad para construcción profesional,unidad,705.62,Piedra Natural,Alta,Media,Bajo,Sí,True,705.62,Sí,EUR
514,Pintura,ProConstruct Pintura,ProConstruct,ProConstruct - Pintura durable para construcción profesional,litro,162.66,Laminado,Media,Compleja,Alto,No,True,162.66,No,EUR
515,Impermeabilizantes,MasterBuild Impermeabilizantes,MasterBuild,MasterBuild - Impermeabilizantes alta calidad para construcción profesional,unidad,667.65,Vinilo,Alta,Fácil,Bajo,Sí,True,667.65,No,EUR
516,Tubería,MasterBuild Tubería,MasterBuild,MasterBuild - Tubería resistente para construcción profesional,saco,79.58,Vinilo,Media,Compleja,Bajo,Sí,True,39.79,No,EUR
517,Azulejos,HomeQuality Azulejos,HomeQuality,HomeQuality - Azulejos durable para construcción profesional,m²,174.9,Laminado,Media,Compleja,Bajo,No,True,174.9,Sí,EUR
518,Pintura,BuildMaster Pintura,BuildMaster,BuildMaster - Pintura resistente para construcción profesional,rollo,348.89,Piedra Natural,Media,Compleja,Alto,Sí,True,348.89,No,EUR
519,Arena,EliteTools Arena,EliteTools,EliteTools - Arena para mortero para construcción profesional,saco (25 kg),2.5,Parquet,Media,Compleja,Medio,Sí,True,5.0,Sí,EUR
520,Tornillos,ConstructTech Tornillos,ConstructTech,ConstructTech - Tornillos durable para construcción profesional,saco,120.93,Vinilo,Media,Fácil,Alto,No,True,60.46,Sí,EUR
521,Clavos,MasterBuild Clavos,MasterBuild,MasterBuild - Clavos alta calidad para construcción profesional,unidad,799.8,Laminado,Alta,Compleja,Medio,Sí,True,799.8,No,EUR
522,Grava,MasterBuild Grava,MasterBuild,MasterBuild - Grava triturada para construcción profesional,saco (25 kg),2.8,Cerámica,Baja,Fácil,Bajo,No,True,5.6,No,EUR
523,Selladores,EliteTools Selladores,EliteTools,EliteTools - Selladores alta calidad para construcción profesional,kg,934.68,Vinilo,Media,Media,Medio,Sí,True,18693.6,Sí,EUR
524,Varillas,EliteTools Varillas,EliteTools,EliteTools - Varillas resistente para construcción profesional,saco,856.97,Mármol,Media,Fácil,Bajo,No,True,428.48,Sí,EUR
525,Bloques,Construmax Bloques,Construmax,Construmax - Bloques divisorio para construcción profesional,litro,541.24,Piedra Natural,Media,Compleja,Alto,Sí,True,541.24,No,EUR
526,Cable eléctrico,HomeBuilder Cable eléctrico,HomeBuilder,HomeBuilder - Cable eléctrico durable para construcción profesional,rollo,602.39,Laminado,Baja,Compleja,Alto,Sí,True,602.39,No,EUR
527,Grava,EliteTools Grava,EliteTools,EliteTools - Grava de río para construcción profesional,saco (25 kg),2.8,Cerámica,Alta,Fácil,Alto,Sí,True,5.6,No,EUR
528,Cable eléctrico,Construmax Cable eléctrico,Construmax,Construmax - Cable eléctrico alta calidad para construcción profesional,metro lineal,975.48,Parquet,Baja,Compleja,Medio,No,True,975.48,Sí,EUR
529,Impermeabilizantes,BuildMaster Impermeabilizantes,BuildMaster,BuildMaster - Impermeabilizantes durable para construcción profesional,unidad,233.97,Laminado,Alta,Media,Medio,No,True,233.97,Sí,EUR
530,Varillas,BuildMaster Varillas,BuildMaster,BuildMaster - Varillas resistente para construcción profesional,m³,719.29,Laminado,Media,Compleja,Bajo,No,True,719.29,No,EUR
531,Impermeabilizantes,HomeQuality Impermeabilizantes,HomeQuality,HomeQuality - Impermeabilizantes uso profesional para construcción profesional,unidad,242.33,Piedra Natural,Baja,Media,Bajo,Sí,True,242.33,Sí,EUR
532,Madera,MasterBuild Madera,MasterBuild,MasterBuild - Madera uso profesional para construcción profesional,m³,253.38,Mármol,Media,Fácil,Bajo,No,True,253.38,No,EUR
533,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas alta calidad para construcción profesional,litro,988.72,Mármol,Media,Compleja,Medio,Sí,True,988.72,No,EUR
534,Madera,BuildMaster Madera,BuildMaster,BuildMaster - Madera durable para construcción profesional,litro,993.71,Cerámica,Media,Compleja,Bajo,Sí,True,993.71,Sí,EUR
535,Tubería,BuildPro Tubería,BuildPro,BuildPro - Tubería alta calidad para construcción profesional,litro,384.67,Piedra Natural,Baja,Fácil,Medio,Sí,True,384.67,No,EUR
536,Madera,BuildMaster Madera,BuildMaster,BuildMaster - Madera resistente para construcción profesional,unidad,887.42,Laminado,Baja,Compleja,Alto,Sí,True,887.42,No,EUR
537,Grava,MaxiMaterials Grava,MaxiMaterials,MaxiMaterials - Grava de río para construcción profesional,saco (25 kg),2.8,Laminado,Media,Media,Medio,No,True,5.6,No,EUR
538,Selladores,HomeQuality Selladores,HomeQuality,HomeQuality - Selladores resistente para construcción profesional,m³,132.62,Vinilo,Alta,Compleja,Medio,Sí,True,132.62,Sí,EUR
539,Azulejos,HomeBuilder Azulejos,HomeBuilder,HomeBuilder - Azulejos uso profesional para construcción profesional,rollo,108.87,Parquet,Media,Compleja,Bajo,Sí,True,108.87,No,EUR
540,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico durable para construcción profesional,saco,428.0,Mármol,Alta,Fácil,Bajo,Sí,True,214.0,No,EUR
541,Cemento,Construmax Cemento,Construmax,Construmax - Cemento alta resistencia para construcción profesional,saco (25 kg),4.5,Mármol,Media,Media,Medio,No,True,9.0,Sí,EUR
542,Impermeabilizantes,BuildMaster Impermeabilizantes,BuildMaster,BuildMaster - Impermeabilizantes alta calidad para construcción profesional,litro,225.09,Laminado,Media,Compleja,Medio,No,True,225.09,Sí,EUR
543,Grava,HomeQuality Grava,HomeQuality,HomeQuality - Grava de río para construcción profesional,saco (25 kg),2.8,Vinilo,Baja,Compleja,Bajo,No,True,5.6,No,EUR
544,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera uso profesional para construcción profesional,m³,240.54,Mármol,Alta,Compleja,Medio,No,True,240.54,Sí,EUR
